KOSPI-402,코스피 KOSPI100동일가중,KOSPI,INDEX
KOSPI-403,코스피 KOSPI50 동일가중,KOSPI,INDEX
KOSPI-45,코스피 부동산,KOSPI,INDEX
KOSPI-46,코스피 IT 서비스,KOSPI,INDEX
KOSPI-47,코스피 오락·문화,KOSPI,INDEX
KOSPI-5,코스피 음식료·담배,KOSPI,INDEX
KOSPI-51,코스피 200,KOSPI,INDEX
KOSPI-6,코스피 섬유·의류,KOSPI,INDEX
KOSPI-61,코스피 100,KOSPI,INDEX
KOSPI-62,코스피 50,KOSPI,INDEX
KOSPI-7,코스피 종이·목재,KOSPI,INDEX
KOSPI-8,코스피 화학,KOSPI,INDEX
KOSPI-9,코스피 제약,KOSPI,INDEX
0001A0,덕양에너젠,KOSDAQ,STOCK
000250,삼천당제약,KOSDAQ,STOCK
000440,중앙에너비스,KOSDAQ,STOCK
0004V0,엔비알모션,KOSDAQ,STOCK
0004Y0,디비금융제14호스팩,KOSDAQ,STOCK
0007C0,아크릴,KOSDAQ,STOCK
0007J0,인벤테라,KOSDAQ,STOCK
0008Z0,에스엔시스,KOSDAQ,STOCK
0009K0,에임드바이오,KOSDAQ,STOCK
001000,신라섬유,KOSDAQ,STOCK
0010F0,보원케미칼,KOSDAQ,STOCK
0010V0,제이피아이헬스케어,KOSDAQ,STOCK
0011A0,액스비스,KOSDAQ,STOCK
0011T0,채비,KOSDAQ,STOCK
0013V0,삼진식품,KOSDAQ,STOCK
001540,안국약품,KOSDAQ,STOCK
0015G0,그린광학,KOSDAQ,STOCK
0015N0,아로마티카,KOSDAQ,STOCK
0015S0,페스카로,KOSDAQ,STOCK
0017J0,세미티에스,KOSDAQ,STOCK
001810,무림SP,KOSDAQ,STOCK
001840,이화공영,KOSDAQ,STOCK
002230,피에스텍,KOSDAQ,STOCK
002290,삼일기업공사,KOSDAQ,STOCK
002680,한탑,KOSDAQ,STOCK
002800,신신제약,KOSDAQ,STOCK
003100,선광,KOSDAQ,STOCK
003310,대주산업,KOSDAQ,STOCK
003380,하림지주,KOSDAQ,STOCK
0037T0,KB제32호스팩,KOSDAQ,STOCK
003800,에이스침대,KOSDAQ,STOCK
0039P0,매드업,KOSDAQ,STOCK
0041B0,교보18호스팩,KOSDAQ,STOCK
0041J0,엘에스스팩1호,KOSDAQ,STOCK
0041L0,하나35호스팩,KOSDAQ,STOCK
0044K0,삼성스팩10호,KOSDAQ,STOCK
004590,한국가구,KOSDAQ,STOCK
004650,창해에탄올,KOSDAQ,STOCK
004780,대륙제관,KOSDAQ,STOCK
005160,동국산업,KOSDAQ,STOCK
005290,동진쎄미켐,KOSDAQ,STOCK
0054V0,엔에이치스팩32호,KOSDAQ,STOCK
005670,푸드웰,KOSDAQ,STOCK
005710,대원산업,KOSDAQ,STOCK
005860,한일사료,KOSDAQ,STOCK
005990,매일홀딩스,KOSDAQ,STOCK
006050,국영지앤엠,KOSDAQ,STOCK
006140,피제이전자,KOSDAQ,STOCK
006620,동구바이오제약,KOSDAQ,STOCK
006730,서부T&D,KOSDAQ,STOCK
0068Y0,비엔케이제3호스팩,KOSDAQ,STOCK
006910,보성파워텍,KOSDAQ,STOCK
006920,모헨즈,KOSDAQ,STOCK
0071M0,삼성스팩11호,KOSDAQ,STOCK
0072Z0,KB제33호스팩,KOSDAQ,STOCK
007330,푸른저축은행,KOSDAQ,STOCK
007370,진양제약,KOSDAQ,STOCK
007390,네이처셀,KOSDAQ,STOCK
007530,와이엠,KOSDAQ,STOCK
007680,대원,KOSDAQ,STOCK
007720,소노스퀘어,KOSDAQ,STOCK
007770,한일화학,KOSDAQ,STOCK
007820,엠엑스로보틱스,KOSDAQ,STOCK
008290,원풍물산,KOSDAQ,STOCK
0082N0,카나프테라퓨틱스,KOSDAQ,STOCK
008370,원풍,KOSDAQ,STOCK
008470,부스타,KOSDAQ,STOCK
008830,대동기어,KOSDAQ,STOCK
0088D0,메리츠제1호스팩,KOSDAQ,STOCK
0088M0,메쥬,KOSDAQ,STOCK
0091W0,신영스팩11호,KOSDAQ,STOCK
009300,삼아제약,KOSDAQ,STOCK
0093G0,미래에셋비전스팩8호,KOSDAQ,STOCK
009520,포스코엠텍,KOSDAQ,STOCK
009620,삼보산업,KOSDAQ,STOCK
0096B0,삼성스팩12호,KOSDAQ,STOCK
0096D0,미래에셋비전스팩9호,KOSDAQ,STOCK
009730,이렘,KOSDAQ,STOCK
009780,엠에스씨,KOSDAQ,STOCK
0097F0,미래에셋비전스팩10호,KOSDAQ,STOCK
0098T0,교보19호스팩,KOSDAQ,STOCK
0099W0,미래에셋비전스팩11호,KOSDAQ,STOCK
0099X0,IBKS제25호스팩,KOSDAQ,STOCK
010170,대한광통신,KOSDAQ,STOCK
0101C0,하나36호스팩,KOSDAQ,STOCK
010240,흥국,KOSDAQ,STOCK
010280,아이티센엔텍,KOSDAQ,STOCK
010470,오리콤,KOSDAQ,STOCK
0105P0,유진스팩12호,KOSDAQ,STOCK
011040,경동제약,KOSDAQ,STOCK
011080,형지I&C,KOSDAQ,STOCK
011320,유니크,KOSDAQ,STOCK
011370,서한,KOSDAQ,STOCK
011560,세보엠이씨,KOSDAQ,STOCK
0115H0,삼성스팩13호,KOSDAQ,STOCK
0117P0,피스피스스튜디오,KOSDAQ,STOCK
012210,삼미금속,KOSDAQ,STOCK
012340,뉴인텍,KOSDAQ,STOCK
012620,원일특강,KOSDAQ,STOCK
012700,리드코프,KOSDAQ,STOCK
012790,신일제약,KOSDAQ,STOCK
012860,모베이스전자,KOSDAQ,STOCK
0129K0,신한제18호스팩,KOSDAQ,STOCK
013030,하이록코리아,KOSDAQ,STOCK
0130D0,신한제17호스팩,KOSDAQ,STOCK
0130H0,엔에이치스팩33호,KOSDAQ,STOCK
013120,동원개발,KOSDAQ,STOCK
0131D0,키움히어로제2호스팩,KOSDAQ,STOCK
0132G0,교보20호스팩,KOSDAQ,STOCK
013310,아진산업,KOSDAQ,STOCK
0134X0,대신밸런스제20호스팩,KOSDAQ,STOCK
013720,청보,KOSDAQ,STOCK
013810,스페코,KOSDAQ,STOCK
013990,아가방컴퍼니,KOSDAQ,STOCK
014100,메디앙스,KOSDAQ,STOCK
014190,원익큐브,KOSDAQ,STOCK
014470,부방,KOSDAQ,STOCK
014570,고려제약,KOSDAQ,STOCK
014620,성광벤드,KOSDAQ,STOCK
014940,오리엔탈정공,KOSDAQ,STOCK
014950,삼익제약,KOSDAQ,STOCK
014970,삼륭물산,KOSDAQ,STOCK
0156T0,에이치엘지노믹스,KOSDAQ,STOCK
015710,코콤,KOSDAQ,STOCK
015750,성우하이텍,KOSDAQ,STOCK
016100,리더스코스메틱,KOSDAQ,STOCK
016250,SGC E&C,KOSDAQ,STOCK
0164H0,한국제16호스팩,KOSDAQ,STOCK
0165X0,메리츠제2호스팩,KOSDAQ,STOCK
016600,큐캐피탈,KOSDAQ,STOCK
016670,디모아,KOSDAQ,STOCK
016790,현대사료,KOSDAQ,STOCK
016920,카스,KOSDAQ,STOCK
017000,신원종합개발,KOSDAQ,STOCK
017250,인터엠,KOSDAQ,STOCK
017480,삼현철강,KOSDAQ,STOCK
017510,세명전기,KOSDAQ,STOCK
017650,대림제지,KOSDAQ,STOCK
017890,한국알콜,KOSDAQ,STOCK
018000,유니슨,KOSDAQ,STOCK
018120,진로발효,KOSDAQ,STOCK
018290,브이티,KOSDAQ,STOCK
018310,삼목에스폼,KOSDAQ,STOCK
018620,우진비앤지,KOSDAQ,STOCK
018680,서울제약,KOSDAQ,STOCK
018700,졸스,KOSDAQ,STOCK
019010,베뉴지,KOSDAQ,STOCK
019210,와이지-원,KOSDAQ,STOCK
019540,일지테크,KOSDAQ,STOCK
019550,SBI인베스트먼트,KOSDAQ,STOCK
019570,플루토스,KOSDAQ,STOCK
019660,글로본,KOSDAQ,STOCK
019770,서연탑메탈,KOSDAQ,STOCK
019990,에너토크,KOSDAQ,STOCK
020180,대신정보통신,KOSDAQ,STOCK
020400,대동금속,KOSDAQ,STOCK
020710,시공테크,KOSDAQ,STOCK
021040,대호특수강,KOSDAQ,STOCK
021045,대호특수강우,KOSDAQ,STOCK
021080,에이티넘인베스트,KOSDAQ,STOCK
021320,KCC건설,KOSDAQ,STOCK
021650,한국큐빅,KOSDAQ,STOCK
021880,메이슨캐피탈,KOSDAQ,STOCK
022220,티케이지애강,KOSDAQ,STOCK
023160,태광,KOSDAQ,STOCK
023410,유진기업,KOSDAQ,STOCK
023440,제이스코홀딩스,KOSDAQ,STOCK
023600,삼보판지,KOSDAQ,STOCK
023760,한국캐피탈,KOSDAQ,STOCK
023770,플레이위드,KOSDAQ,STOCK
023790,동일스틸럭스,KOSDAQ,STOCK
023900,풍국주정,KOSDAQ,STOCK
023910,대한약품,KOSDAQ,STOCK
024060,흥구석유,KOSDAQ,STOCK
024120,KB오토시스,KOSDAQ,STOCK
024740,한일단조,KOSDAQ,STOCK
024800,유성티엔에스,KOSDAQ,STOCK
024830,세원물산,KOSDAQ,STOCK
024840,KBI메탈,KOSDAQ,STOCK
024850,HLB이노베이션,KOSDAQ,STOCK
024880,케이피에프,KOSDAQ,STOCK
024910,경창산업,KOSDAQ,STOCK
024940,PN풍년,KOSDAQ,STOCK
024950,삼천리자전거,KOSDAQ,STOCK
025320,시노펙스,KOSDAQ,STOCK
025440,DH오토웨어,KOSDAQ,STOCK
025550,한국선재,KOSDAQ,STOCK
025770,한국정보통신,KOSDAQ,STOCK
025870,신라에스지,KOSDAQ,STOCK
025880,케이씨피드,KOSDAQ,STOCK
025900,동화기업,KOSDAQ,STOCK
025950,동신건설,KOSDAQ,STOCK
025980,아난티,KOSDAQ,STOCK
026040,제이에스티나,KOSDAQ,STOCK
026150,특수건설,KOSDAQ,STOCK
026910,광진실업,KOSDAQ,STOCK
027040,서울전자통신,KOSDAQ,STOCK
027050,코리아나,KOSDAQ,STOCK
027360,아주IB투자,KOSDAQ,STOCK
027580,상보,KOSDAQ,STOCK
027710,팜스토리,KOSDAQ,STOCK
027830,대성창투,KOSDAQ,STOCK
028080,휴맥스홀딩스,KOSDAQ,STOCK
028300,HLB,KOSDAQ,STOCK
029480,광무,KOSDAQ,STOCK
030350,드래곤플라이,KOSDAQ,STOCK
030520,한컴,KOSDAQ,STOCK
030530,원익홀딩스,KOSDAQ,STOCK
030960,양지사,KOSDAQ,STOCK
031310,아이즈비전,KOSDAQ,STOCK
031330,에스에이엠티,KOSDAQ,STOCK
031510,오스템,KOSDAQ,STOCK
031860,디에이치엑스컴퍼니,KOSDAQ,STOCK
031980,피에스케이홀딩스,KOSDAQ,STOCK
032080,아즈텍WB,KOSDAQ,STOCK
032190,다우데이타,KOSDAQ,STOCK
032280,삼일,KOSDAQ,STOCK
032300,한국파마,KOSDAQ,STOCK
032500,케이엠더블유,KOSDAQ,STOCK
032540,TJ미디어,KOSDAQ,STOCK
032580,피델릭스,KOSDAQ,STOCK
032620,GC메디아이,KOSDAQ,STOCK
032680,소프트센,KOSDAQ,STOCK
032685,소프트센우,KOSDAQ,STOCK
032750,삼진,KOSDAQ,STOCK
032790,엠젠솔루션,KOSDAQ,STOCK
032800,판타지오,KOSDAQ,STOCK
032820,우리기술,KOSDAQ,STOCK
032850,비트컴퓨터,KOSDAQ,STOCK
032860,더라미,KOSDAQ,STOCK
032940,원익,KOSDAQ,STOCK
032960,동일기연,KOSDAQ,STOCK
033050,제이엠아이,KOSDAQ,STOCK
033100,제룡전기,KOSDAQ,STOCK
033130,디지틀조선,KOSDAQ,STOCK
033160,엠케이전자,KOSDAQ,STOCK
033170,시그네틱스,KOSDAQ,STOCK
033200,모아텍,KOSDAQ,STOCK
033230,인성정보,KOSDAQ,STOCK
033290,로젠,KOSDAQ,STOCK
033310,엠투엔,KOSDAQ,STOCK
033320,제이씨현시스템,KOSDAQ,STOCK
033340,좋은사람들,KOSDAQ,STOCK
033500,동성화인텍,KOSDAQ,STOCK
033540,파라텍,KOSDAQ,STOCK
033560,블루콤,KOSDAQ,STOCK
033640,네패스,KOSDAQ,STOCK
033790,피노,KOSDAQ,STOCK
033830,티비씨,KOSDAQ,STOCK
034810,해성산업,KOSDAQ,STOCK
03481K,해성산업1우,KOSDAQ,STOCK
034940,조아제약,KOSDAQ,STOCK
034950,한국기업평가,KOSDAQ,STOCK
035080,그래디언트,KOSDAQ,STOCK
035200,프럼파스트,KOSDAQ,STOCK
035290,골드앤에스,KOSDAQ,STOCK
035460,기산텔레콤,KOSDAQ,STOCK
035600,KG이니시스,KOSDAQ,STOCK
035610,솔본,KOSDAQ,STOCK
035620,바른손이앤에이,KOSDAQ,STOCK
035760,CJ ENM,KOSDAQ,STOCK
035810,이지홀딩스,KOSDAQ,STOCK
035890,서희건설,KOSDAQ,STOCK
035900,JYP Ent.,KOSDAQ,STOCK
036000,예림당,KOSDAQ,STOCK
036010,아비코전자,KOSDAQ,STOCK
036030,케이티알파,KOSDAQ,STOCK
036090,위지트,KOSDAQ,STOCK
036120,서울평가정보,KOSDAQ,STOCK
036170,에이치엠넥스,KOSDAQ,STOCK
036190,금화피에스시,KOSDAQ,STOCK
036200,유니셈,KOSDAQ,STOCK
036220,오상헬스케어,KOSDAQ,STOCK
036480,대성미생물,KOSDAQ,STOCK
036540,SFA반도체,KOSDAQ,STOCK
036560,KZ정밀,KOSDAQ,STOCK
036620,감성코퍼레이션,KOSDAQ,STOCK
036630,세종텔레콤,KOSDAQ,STOCK
036640,HRS,KOSDAQ,STOCK
036670,삼양케이씨아이,KOSDAQ,STOCK
036690,코맥스,KOSDAQ,STOCK
036710,심텍홀딩스,KOSDAQ,STOCK
036800,나이스정보통신,KOSDAQ,STOCK
036810,에프에스티,KOSDAQ,STOCK
036830,솔브레인홀딩스,KOSDAQ,STOCK
036890,진성티이씨,KOSDAQ,STOCK
036930,주성엔지니어링,KOSDAQ,STOCK
037030,파워넷,KOSDAQ,STOCK
037070,파세코,KOSDAQ,STOCK
037230,한국팩키지,KOSDAQ,STOCK
037330,인지디스플레,KOSDAQ,STOCK
037350,성도이엔지,KOSDAQ,STOCK
037370,EG,KOSDAQ,STOCK
037400,우리엔터프라이즈,KOSDAQ,STOCK
037440,희림,KOSDAQ,STOCK
037460,삼지전자,KOSDAQ,STOCK
037760,쎄니트,KOSDAQ,STOCK
037950,엘컴텍,KOSDAQ,STOCK
038010,제일테크노스,KOSDAQ,STOCK
038060,루멘스,KOSDAQ,STOCK
038070,서린바이오,KOSDAQ,STOCK
038110,에코플라스틱,KOSDAQ,STOCK
038290,마크로젠,KOSDAQ,STOCK
038390,레드캡투어,KOSDAQ,STOCK
038460,바이오스마트,KOSDAQ,STOCK
038500,삼표시멘트,KOSDAQ,STOCK
038530,케이바이오랩스,KOSDAQ,STOCK
038540,상상인,KOSDAQ,STOCK
038620,위즈코프,KOSDAQ,STOCK
038680,에스넷,KOSDAQ,STOCK
038870,에코심플렉스,KOSDAQ,STOCK
038880,아이에이,KOSDAQ,STOCK
038950,파인디지털,KOSDAQ,STOCK
039010,현대에이치티,KOSDAQ,STOCK
039020,이건홀딩스,KOSDAQ,STOCK
039030,이오테크닉스,KOSDAQ,STOCK
039200,오스코텍,KOSDAQ,STOCK
039240,경남스틸,KOSDAQ,STOCK
039290,인포뱅크,KOSDAQ,STOCK
039310,세중,KOSDAQ,STOCK
039340,한국경제TV,KOSDAQ,STOCK
039420,케이엘넷,KOSDAQ,STOCK
039440,에스티아이,KOSDAQ,STOCK
039560,다산네트웍스,KOSDAQ,STOCK
039610,화성밸브,KOSDAQ,STOCK
039740,한국정보공학,KOSDAQ,STOCK
039830,오로라,KOSDAQ,STOCK
039840,디오,KOSDAQ,STOCK
039860,나노엔텍,KOSDAQ,STOCK
039980,폴라리스AI,KOSDAQ,STOCK
040160,누리플렉스,KOSDAQ,STOCK
040300,YTN,KOSDAQ,STOCK
040350,크레오에스지,KOSDAQ,STOCK
040420,정상제이엘에스,KOSDAQ,STOCK
040610,SG&G,KOSDAQ,STOCK
040910,아이씨디,KOSDAQ,STOCK
041020,폴라리스오피스,KOSDAQ,STOCK
041190,우리기술투자,KOSDAQ,STOCK
041440,현대에버다임,KOSDAQ,STOCK
041460,한국전자인증,KOSDAQ,STOCK
041510,에스엠,KOSDAQ,STOCK
041520,이엘씨,KOSDAQ,STOCK
041590,플래스크,KOSDAQ,STOCK
041830,인바디,KOSDAQ,STOCK
041910,폴라리스AI파마,KOSDAQ,STOCK
041920,메디아나,KOSDAQ,STOCK
041930,SY동아,KOSDAQ,STOCK
041960,코미팜,KOSDAQ,STOCK
042000,카페24,KOSDAQ,STOCK
042040,케이피엠테크,KOSDAQ,STOCK
042110,에스씨디,KOSDAQ,STOCK
042370,비츠로테크,KOSDAQ,STOCK
042420,네오위즈홀딩스,KOSDAQ,STOCK
042500,링네트,KOSDAQ,STOCK
042510,라온시큐어,KOSDAQ,STOCK
042520,한스바이오메드,KOSDAQ,STOCK
042600,새로닉스,KOSDAQ,STOCK
042940,상지건설,KOSDAQ,STOCK
043090,더테크놀로지,KOSDAQ,STOCK
043100,알파AI,KOSDAQ,STOCK
043150,바텍,KOSDAQ,STOCK
043200,파루,KOSDAQ,STOCK
043220,티에스넥스젠,KOSDAQ,STOCK
043260,성호전자,KOSDAQ,STOCK
043340,에쎈테크,KOSDAQ,STOCK
043360,디지아이,KOSDAQ,STOCK
043370,피에이치에이,KOSDAQ,STOCK
043590,웰킵스하이텍,KOSDAQ,STOCK
043610,KT지니뮤직,KOSDAQ,STOCK
043650,국순당,KOSDAQ,STOCK
043710,코스리거글로벌,KOSDAQ,STOCK
043910,자연과환경,KOSDAQ,STOCK
044180,KD,KOSDAQ,STOCK
044340,위닉스,KOSDAQ,STOCK
044480,빌리언스,KOSDAQ,STOCK
044490,태웅,KOSDAQ,STOCK
044780,에이치케이,KOSDAQ,STOCK
044960,이글벳,KOSDAQ,STOCK
044990,에이치엔에스하이텍,KOSDAQ,STOCK
045060,오공,KOSDAQ,STOCK
045100,한양이엔지,KOSDAQ,STOCK
045300,성우테크론,KOSDAQ,STOCK
045340,토탈소프트,KOSDAQ,STOCK
045390,대아티아이,KOSDAQ,STOCK
045510,정원엔시스,KOSDAQ,STOCK
045520,크린앤사이언스,KOSDAQ,STOCK
045660,에이텍,KOSDAQ,STOCK
045970,코아시아,KOSDAQ,STOCK
046070,코다코,KOSDAQ,STOCK
046120,오르비텍,KOSDAQ,STOCK
046210,HLB파나진,KOSDAQ,STOCK
046310,백금T&A,KOSDAQ,STOCK
046390,삼화네트웍스,KOSDAQ,STOCK
046440,KG파이낸셜,KOSDAQ,STOCK
046890,서울반도체,KOSDAQ,STOCK
046940,우원개발,KOSDAQ,STOCK
046970,우리로,KOSDAQ,STOCK
047080,한빛소프트,KOSDAQ,STOCK
047310,파워로직스,KOSDAQ,STOCK
047560,이스트소프트,KOSDAQ,STOCK
047770,코데즈컴바인,KOSDAQ,STOCK
047820,초록뱀미디어,KOSDAQ,STOCK
047920,HLB제약,KOSDAQ,STOCK
048410,현대바이오,KOSDAQ,STOCK
048430,유라테크,KOSDAQ,STOCK
048470,대동스틸,KOSDAQ,STOCK
048530,인트론바이오,KOSDAQ,STOCK
048550,SM C&C,KOSDAQ,STOCK
048770,TPC로보틱스,KOSDAQ,STOCK
048830,엔피케이,KOSDAQ,STOCK
048870,시너지이노베이션,KOSDAQ,STOCK
048910,대원미디어,KOSDAQ,STOCK
049070,인탑스,KOSDAQ,STOCK
049080,기가레인,KOSDAQ,STOCK
049120,파인디앤씨,KOSDAQ,STOCK
049180,셀루메드,KOSDAQ,STOCK
049430,코메론,KOSDAQ,STOCK
049470,비트플래닛,KOSDAQ,STOCK
049480,오픈베이스,KOSDAQ,STOCK
049520,유아이엘,KOSDAQ,STOCK
049550,잉크테크,KOSDAQ,STOCK
049630,재영솔루텍,KOSDAQ,STOCK
049720,고려신용정보,KOSDAQ,STOCK
049830,승일,KOSDAQ,STOCK
049950,미래컴퍼니,KOSDAQ,STOCK
049960,쎌바이오텍,KOSDAQ,STOCK
050090,비케이홀딩스,KOSDAQ,STOCK
050110,캠시스,KOSDAQ,STOCK
050120,ES큐브,KOSDAQ,STOCK
050760,에스폴리텍,KOSDAQ,STOCK
050860,아세아텍,KOSDAQ,STOCK
050890,쏠리드,KOSDAQ,STOCK
050960,수산아이앤티,KOSDAQ,STOCK
051160,지어소프트,KOSDAQ,STOCK
051360,토비스,KOSDAQ,STOCK
051370,인터플렉스,KOSDAQ,STOCK
051380,피씨디렉트,KOSDAQ,STOCK
051390,YW,KOSDAQ,STOCK
051490,나라엠앤디,KOSDAQ,STOCK
051500,CJ프레시웨이,KOSDAQ,STOCK
051780,큐로홀딩스,KOSDAQ,STOCK
051980,중앙첨단소재,KOSDAQ,STOCK
052020,에스티큐브,KOSDAQ,STOCK
052220,iMBC,KOSDAQ,STOCK
052260,현대바이오랜드,KOSDAQ,STOCK
052300,오션인더블유,KOSDAQ,STOCK
052330,코텍,KOSDAQ,STOCK
052400,코나아이,KOSDAQ,STOCK
052420,오성첨단소재,KOSDAQ,STOCK
052460,아이크래프트,KOSDAQ,STOCK
052600,한네트,KOSDAQ,STOCK
052710,아모텍,KOSDAQ,STOCK
052770,아이톡시,KOSDAQ,STOCK
052790,액토즈소프트,KOSDAQ,STOCK
052860,아이앤씨,KOSDAQ,STOCK
052900,KX하이텍,KOSDAQ,STOCK
053030,바이넥스,KOSDAQ,STOCK
053050,지에스이,KOSDAQ,STOCK
053060,세동,KOSDAQ,STOCK
053080,케이엔솔,KOSDAQ,STOCK
053160,프리엠스,KOSDAQ,STOCK
053260,금강철강,KOSDAQ,STOCK
053270,구영테크,KOSDAQ,STOCK
053280,예스24,KOSDAQ,STOCK
053290,NE능률,KOSDAQ,STOCK
053300,한국정보인증,KOSDAQ,STOCK
053350,이니텍,KOSDAQ,STOCK
053450,세코닉스,KOSDAQ,STOCK
053580,웹케시,KOSDAQ,STOCK
053610,프로텍,KOSDAQ,STOCK
053620,태양,KOSDAQ,STOCK
053700,삼보모터스,KOSDAQ,STOCK
053800,안랩,KOSDAQ,STOCK
053950,경남제약,KOSDAQ,STOCK
053980,오상자이엘,KOSDAQ,STOCK
054040,한국컴퓨터,KOSDAQ,STOCK
054050,NH농우바이오,KOSDAQ,STOCK
054090,삼진엘앤디,KOSDAQ,STOCK
